Samples	SampleID	FieldID	samples	Location	LocationAb	LocationIDMERGE	LocationID	time	subject	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Plate	Row	Column	Well	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex
Sample345	GA18-2Kb-1400-S97	GA18-2K	345	Hawkinsville	HAW	GA18-2K_HAW	GA18-2K_HAW-p2	p2	S9	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA182Kb1400_S97_L001_R1_001.fastq.gz	GA182Kb1400_S97_L001_R2_001.fastq.gz	158587	1400	32.183557	-83.578569	NA	217	6.77	7.37	100	8.19	1095	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	2	A	1	A1	65.1	Sample	0.003737288	0.28440678	79.50050847	59.96135593	56.17372881	0.68220339	5.40559322	7.847457627
Sample346	GA18-2Kb-600-S25	GA18-2K	346	Hawkinsville	HAW	GA18-2K_HAW	GA18-2K_HAW-p2	p2	S9	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA182Kb600_S25_L001_R1_001.fastq.gz	GA182Kb600_S25_L001_R2_001.fastq.gz	2082	600	32.18359	-83.578563	NA	319	6.77	7.37	100	6.89	1040	0.05	0.14	1.88	29.93	145.2	232	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	1	C	1	C1	23.3	Sample	0.003737288	0.28440678	79.50050847	59.96135593	56.17372881	0.68220339	5.40559322	7.847457627
Sample347	GA18-2repBI-600-S130	GA18-2r	347	Hawkinsville	HAW	GA18-2r_HAW				43222	Inrow_Soil	NA		A_second_rep_of_the_inrow_soil_at_this_location_was_taken	TRUE	FALSE	FALSE	GA182repBI600_S130_L001_R1_001.fastq.gz	GA182repBI600_S130_L001_R2_001.fastq.gz	119579	600	32.18359	-83.578563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	C	10	C10	194.6666667	Sample	0.003737288	0.28440678	79.50050847	59.96135593	56.17372881	0.68220339	5.40559322	7.847457627
Sample348	GA18-2S-1400-S102	GA18-2S	348	Hawkinsville	HAW	GA18-2S_HAW		p1		43251	Soil	51			TRUE	FALSE	FALSE	GA182S1400_S102_L001_R1_001.fastq.gz	GA182S1400_S102_L001_R2_001.fastq.gz	132198	1400	32.183557	-83.578569	NA	217	6.77	7.37	100	8.19	1095	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	2	A	6	A6	116.2	Sample	0.003737288	0.28440678	79.50050847	59.96135593	56.17372881	0.68220339	5.40559322	7.847457627
Sample349	GA18-2S-600-S174	GA18-2S	349	Hawkinsville	HAW	GA18-2S_HAW		p2		43222	Soil	4		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	TRUE	FALSE	FALSE	GA182S600_S174_L001_R1_001.fastq.gz	GA182S600_S174_L001_R2_001.fastq.gz	283234	600	32.18359	-83.578563	NA	319	6.77	7.37	100	6.89	1040	0.05	0.14	1.88	29.93	145.2	232	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2	G	6	G6	77.76666667	Sample	0.003737288	0.28440678	79.50050847	59.96135593	56.17372881	0.68220339	5.40559322	7.847457627
Sample350	GA18-30I-1400-S132	GA18-30I	350	Athens	ATH	GA18-30I_ATH				43270	Inrow_Soil	106			TRUE	FALSE	FALSE	GA1830I1400_S132_L001_R1_001.fastq.gz	GA1830I1400_S132_L001_R2_001.fastq.gz	92955	1400	33.721795	-83.307881	NA	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	2	C	12	C12	103.2	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample351	GA18-30I-600-S155	GA18-30I	351	Athens	ATH	GA18-30I_ATH				43238	Inrow_Soil	46			TRUE	FALSE	FALSE	GA1830I600_S155_L001_R1_001.fastq.gz	GA1830I600_S155_L001_R2_001.fastq.gz	102672	600	33.721731	-83.307809	NA	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	2	E	11	E11	157.6666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample352	GA18-30Ka-1400-S33	GA18-30K	352	Athens	ATH	GA18-30K_ATH	GA18-30K_ATH-p1	p1	S10	43270	Stalk	NA	a		TRUE	FALSE	FALSE	GA1830Ka1400_S33_L001_R1_001.fastq.gz	GA1830Ka1400_S33_L001_R2_001.fastq.gz	46897	1400	33.721795	-83.307881	NA	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	1	C	9	C9	77.16666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample353	GA18-30Ka-600-S6	GA18-30K	353	Athens	ATH	GA18-30K_ATH	GA18-30K_ATH-p1	p1	S10	43238	Stalk	NA	a		TRUE	FALSE	FALSE	GA1830Ka600_S6_L001_R1_001.fastq.gz	GA1830Ka600_S6_L001_R2_001.fastq.gz	22342	600	33.721731	-83.307809	NA	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	1	A	6	A6	43.06666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample354	GA18-30Kb-1400-S80	GA18-30K	354	Athens	ATH	GA18-30K_ATH	GA18-30K_ATH-p2	p2	S10	43270	Stalk	NA	b		TRUE	FALSE	FALSE	GA1830Kb1400_S80_L001_R1_001.fastq.gz	GA1830Kb1400_S80_L001_R2_001.fastq.gz	32402	1400	33.721795	-83.307881	NA	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	1	G	8	G8	70.63333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample355	GA18-30Kb-600-S30	GA18-30K	355	Athens	ATH	GA18-30K_ATH	GA18-30K_ATH-p2	p2	S10	43238	Stalk	NA	b		TRUE	FALSE	FALSE	GA1830Kb600_S30_L001_R1_001.fastq.gz	GA1830Kb600_S30_L001_R2_001.fastq.gz	25367	600	33.721731	-83.307809	NA	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	1	C	6	C6	63.66666667	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample356	GA18-31I-1000-S176	GA18-31I	356	Athens	ATH	GA18-31I_ATH				43270	Inrow_Soil	107			TRUE	FALSE	FALSE	GA1831I1000_S176_L001_R1_001.fastq.gz	GA1831I1000_S176_L001_R2_001.fastq.gz	76373	1000	33.716698	-83.308689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	G	8	G8	39.1	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample357	GA18-31Ka-1000-S69	GA18-31K	357	Athens	ATH	GA18-31K_ATH				43270	Stalk	NA	a		TRUE	FALSE	FALSE	GA1831Ka1000_S69_L001_R1_001.fastq.gz	GA1831Ka1000_S69_L001_R2_001.fastq.gz	42620	1000	33.716698	-83.308689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	F	9	F9	96.73333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample358	GA18-31Ka-1400-S135	GA18-31K	358	Athens	ATH	GA18-31K_ATH	GA18-31K_ATH-p1	p1	S10	43283	Stalk	NA	a		TRUE	FALSE	FALSE	GA1831Ka1400_S135_L001_R1_001.fastq.gz	GA1831Ka1400_S135_L001_R2_001.fastq.gz	115506	1400	33.716701	-83.308707	NA	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	2	D	3	D3	100.6333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample359	GA18-31Ka-600-S15	GA18-31K	359	Athens	ATH	GA18-31K_ATH	GA18-31K_ATH-p1	p1	S10	43252	Stalk	NA	a		TRUE	FALSE	FALSE	GA1831Ka600_S15_L001_R1_001.fastq.gz	GA1831Ka600_S15_L001_R2_001.fastq.gz	7719	600	33.716697	-83.308688	NA	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	1	B	3	B3	33.03338067	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample360	GA18-31Kb-1000-S57	GA18-31K	360	Athens	ATH	GA18-31K_ATH				43270	Stalk	NA	b		TRUE	FALSE	FALSE	GA1831Kb1000_S57_L001_R1_001.fastq.gz	GA1831Kb1000_S57_L001_R2_001.fastq.gz	36503	1000	33.716698	-83.308689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	E	9	E9	72.9	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample361	GA18-31Kb-1400-S146	GA18-31K	361	Athens	ATH	GA18-31K_ATH	GA18-31K_ATH-p2	p2	S10	43283	Stalk	NA	b		TRUE	FALSE	FALSE	GA1831Kb1400_S146_L001_R1_001.fastq.gz	GA1831Kb1400_S146_L001_R2_001.fastq.gz	89607	1400	33.716701	-83.308707	NA	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	2	E	2	E2	35.93333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample362	GA18-31Kb-600-S51	GA18-31K	362	Athens	ATH	GA18-31K_ATH	GA18-31K_ATH-p2	p2	S10	43252	Stalk	NA	b		TRUE	FALSE	FALSE	GA1831Kb600_S51_L001_R1_001.fastq.gz	GA1831Kb600_S51_L001_R2_001.fastq.gz	9205	600	33.716697	-83.308688	NA	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	1	E	3	E3	45.10006967	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample363	GA18-31S-1400-S136	GA18-31S	363	Athens	ATH	GA18-31S_ATH		p2		43238	Soil	119			TRUE	FALSE	FALSE	GA1831S1400_S136_L001_R1_001.fastq.gz	GA1831S1400_S136_L001_R2_001.fastq.gz	103015	1400	33.716701	-83.308707	NA	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	2	D	4	D4	41.1	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample364	GA18-32I-600-S117	GA18-32I	364	Rome	ROM	GA18-32I_ROM				43222	Inrow_Soil	47		SWVT_Dryland	TRUE	FALSE	FALSE	GA1832I600_S117_L001_R1_001.fastq.gz	GA1832I600_S117_L001_R2_001.fastq.gz	119202	600	34.337912	-85.130287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	B	9	B9	163.3333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample365	GA18-32Ka-1400-S68	GA18-32K	365	Rome	ROM	GA18-32K_ROM	GA18-32K_ROM-p1	p1	S11	43271	Stalk	NA	a		TRUE	FALSE	FALSE	GA1832Ka1400_S68_L001_R1_001.fastq.gz	GA1832Ka1400_S68_L001_R2_001.fastq.gz	34142	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	1	F	8	F8	85.4	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample366	GA18-32Ka-600-S84	GA18-32K	366	Rome	ROM	GA18-32K_ROM	GA18-32K_ROM-p1	p1	S11	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA1832Ka600_S84_L001_R1_001.fastq.gz	GA1832Ka600_S84_L001_R2_001.fastq.gz	80556	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	1	G	12	G12	65.66666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample367	GA18-32Kb-1400-S21	GA18-32K	367	Rome	ROM	GA18-32K_ROM	GA18-32K_ROM-p2	p2	S11	43271	Stalk	NA	b		TRUE	FALSE	FALSE	GA1832Kb1400_S21_L001_R1_001.fastq.gz	GA1832Kb1400_S21_L001_R2_001.fastq.gz	47188	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	1	B	9	B9	104.2	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample368	GA18-32Kb-600-S94	GA18-32K	368	Rome	ROM	GA18-32K_ROM	GA18-32K_ROM-p2	p2	S11	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA1832Kb600_S94_L001_R1_001.fastq.gz	GA1832Kb600_S94_L001_R2_001.fastq.gz	38966	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	1	H	10	H10	162.0333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample369	GA18-32S-1400-S172	GA18-32S	369	Rome	ROM	GA18-32S_ROM		p2		43271	Soil	91			TRUE	FALSE	FALSE	GA1832S1400_S172_L001_R1_001.fastq.gz	GA1832S1400_S172_L001_R2_001.fastq.gz	125691	1400	34.33789	-85.130326	NA	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	2	G	4	G4	55.1	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample370	GA18-32S-600-S171	GA18-32S	370	Rome	ROM	GA18-32S_ROM		p1		43222	Soil	37		SWVT_Dryland	TRUE	FALSE	FALSE	GA1832S600_S171_L001_R1_001.fastq.gz	GA1832S600_S171_L001_R2_001.fastq.gz	82744	600	34.337912	-85.130287	NA	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	2	G	3	G3	78.06666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample371	GA18-33I-600-S156	GA18-33I	371	Rome	ROM	GA18-33I_ROM				43222	Inrow_Soil	48		SWVT_Irrigated	TRUE	FALSE	FALSE	GA1833I600_S156_L001_R1_001.fastq.gz	GA1833I600_S156_L001_R2_001.fastq.gz	101194	600	34.338357	-85.127444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	E	12	E12	102.4666667	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample372	GA18-33Ka-1400-S44	GA18-33K	372	Rome	ROM	GA18-33K_ROM	GA18-33K_ROM-p1	p1	S11	43271	Stalk	NA	a		TRUE	FALSE	FALSE	GA1833Ka1400_S44_L001_R1_001.fastq.gz	GA1833Ka1400_S44_L001_R2_001.fastq.gz	39811	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	1	D	8	D8	64.3	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample373	GA18-33Ka-600-S134	GA18-33K	373	Rome	ROM	GA18-33K_ROM	GA18-33K_ROM-p1	p1	S11	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA1833Ka600_S134_L001_R1_001.fastq.gz	GA1833Ka600_S134_L001_R2_001.fastq.gz	112439	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	2	D	2	D2	86.1	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample374	GA18-33Kb-1400-S92	GA18-33K	374	Rome	ROM	GA18-33K_ROM	GA18-33K_ROM-p2	p2	S11	43271	Stalk	NA	b		TRUE	FALSE	FALSE	GA1833Kb1400_S92_L001_R1_001.fastq.gz	GA1833Kb1400_S92_L001_R2_001.fastq.gz	18857	1400	34.338381	-85.127482	NA	338	5.36	5.96	78.8	9.63	1062	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	1	H	8	H8	129.3333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample375	GA18-33S-600-S138	GA18-33S	375	Rome	ROM	GA18-33S_ROM		p2		43222	Soil	38		SWVT_Irrigated	TRUE	FALSE	FALSE	GA1833S600_S138_L001_R1_001.fastq.gz	GA1833S600_S138_L001_R2_001.fastq.gz	94506	600	34.338357	-85.127444	NA	427	6.09	6.69	91.1	8.64	1105	0.025	0.025	0.115	5.59	249	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	2	D	6	D6	66.03333333	Sample	0.002581013	0.278101266	79.48670886	58.98696203	56.9964557	0.712658228	2.479240506	8.35443038
Sample376	GA18-34I-1400-S106	GA18-34I	376	Cave_Spring	CS	GA18-34I_CS				43271	Inrow_Soil	111			TRUE	FALSE	FALSE	GA1834I1400_S106_L001_R1_001.fastq.gz	GA1834I1400_S106_L001_R2_001.fastq.gz	124115	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	2	A	10	A10	43.42423333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample377	GA18-34Ka-1400-S20	GA18-34K	377	Cave_Spring	CS	GA18-34K_CS	GA18-34K_CS-p1	p1	S12	43271	Stalk	NA	a		TRUE	FALSE	FALSE	GA1834Ka1400_S20_L001_R1_001.fastq.gz	GA1834Ka1400_S20_L001_R2_001.fastq.gz	63616	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	1	B	8	B8	54.43333333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample378	GA18-34Ka-600-S46	GA18-34K	378	Cave_Spring	CS	GA18-34K_CS	GA18-34K_CS-p1	p1	S12	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA1834Ka600_S46_L001_R1_001.fastq.gz	GA1834Ka600_S46_L001_R2_001.fastq.gz	64522	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	1	D	10	D10	97.1	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample379	GA18-34Kb-1400-S45	GA18-34K	379	Cave_Spring	CS	GA18-34K_CS	GA18-34K_CS-p2	p2	S12	43271	Stalk	NA	b		TRUE	FALSE	FALSE	GA1834Kb1400_S45_L001_R1_001.fastq.gz	GA1834Kb1400_S45_L001_R2_001.fastq.gz	49028	1400	34.148869	-85.294073	NA	510	5.65	6.25	87.1	17.17	2374	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	1	D	9	D9	67.43333333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample380	GA18-34Kb-600-1-S109	GA18-34K	380	Cave_Spring	CS	GA18-34K_CS	GA18-34K_CS-p2	p2	S12	43222	Stalk	NA	b	No_records_on_why_two_samples_from_plant_B_were_taken_but_both_samples_should_be_from_the_same_plant_	TRUE	FALSE	FALSE	GA1834Kb600-1_S109_L001_R1_001.fastq.gz	GA1834Kb600-1_S109_L001_R2_001.fastq.gz	91543	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	2	B	1	B1	57.36666667	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample381	GA18-34Kb-600-2-S98	GA18-34K	381	Cave_Spring	CS	GA18-34K_CS	GA18-34K_CS-p2	p2	S12	43222	Stalk	NA	b	No_records_on_why_two_samples_from_plant_B_were_taken_but_both_samples_should_be_from_the_same_plant_	TRUE	FALSE	FALSE	GA1834Kb600-2_S98_L001_R1_001.fastq.gz	GA1834Kb600-2_S98_L001_R2_001.fastq.gz	106843	600	34.148862	-85.294178	NA	682	6.15	6.75	95.2	20.78	3307	0.07	0.025	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	2	A	2	A2	42.93333333	Sample	0.00223038	0.258227848	79.63227848	58.09936709	57.38189873	0.732278481	2.277848101	8.215189873
Sample382	GA18-35I-1400-S143	GA18-35I	382	Pavo	PAV	GA18-35I_PAV				43251	Inrow_Soil	65			TRUE	FALSE	FALSE	GA1835I1400_S143_L001_R1_001.fastq.gz	GA1835I1400_S143_L001_R2_001.fastq.gz	87503	1400	30.983008	-83.659041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	D	11	D11	89.7	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample383	GA18-35Ka-1400-S99	GA18-35K	383	Pavo	PAV	GA18-35K_PAV	GA18-35K_PAV-p1	p1	S7	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA1835Ka1400_S99_L001_R1_001.fastq.gz	GA1835Ka1400_S99_L001_R2_001.fastq.gz	54	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	2	A	3	A3	71.36666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample384	GA18-35Kb-1400-S157	GA18-35K	384	Pavo	PAV	GA18-35K_PAV	GA18-35K_PAV-p2	p2	S7	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA1835Kb1400_S157_L001_R1_001.fastq.gz	GA1835Kb1400_S157_L001_R2_001.fastq.gz	126302	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	2	F	1	F1	127.6666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample385	GA18-35S-1400-S163	GA18-35S	385	Pavo	PAV	GA18-35S_PAV		p2		43251	Soil	57			TRUE	FALSE	FALSE	GA1835S1400_S163_L001_R1_001.fastq.gz	GA1835S1400_S163_L001_R2_001.fastq.gz	104790	1400	30.983008	-83.659041	NA	358	6.59	7.19	100	7.92	1104	0.025	0.06	1.74	20.13	221	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	2	F	7	F7	50.96666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample386	GA18-36I-1700-S142	GA18-36I	386	Athens	ATH	GA18-36I_ATH				43283	Inrow_Soil	120			TRUE	FALSE	FALSE	GA1836I1700_S142_L001_R1_001.fastq.gz	GA1836I1700_S142_L001_R2_001.fastq.gz	72632	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	D	10	D10	79.4	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample387	GA18-36I-900-S177	GA18-36I	387	Athens	ATH	GA18-36I_ATH				43252	Inrow_Soil	70			TRUE	FALSE	FALSE	GA1836I900_S177_L001_R1_001.fastq.gz	GA1836I900_S177_L001_R2_001.fastq.gz	88533	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	2	G	9	G9	50.03333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample388	GA18-36Ka-1400-S9	GA18-36K	388	Athens	ATH	GA18-36K_ATH	GA18-36K_ATH-p1	p1	S10	43270	Stalk	NA	a		TRUE	FALSE	FALSE	GA1836Ka1400_S9_L001_R1_001.fastq.gz	GA1836Ka1400_S9_L001_R2_001.fastq.gz	47118	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	1	A	9	A9	69.23333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
